id,repo_id,label,url,commit message,commitDate,java_file_change_count,line_change_count,sampling_commit
5149,3,3,https://github.com/square/retrofit/commit/7e4beeb66e3b5e66907410b930b653ff5ad63ead,Tweaks from review.,2015-11-15T18:51:13Z,3,24,0
5163,3,3,https://github.com/square/retrofit/commit/a9c0512fa6f88933702bf0e12243f5a584c01f66,Use a correct implementation of path encoding.,2015-09-25T05:19:56Z,2,68,0
5180,3,3,https://github.com/square/retrofit/commit/7bcdfb3f5b2cf23965eac5f4779612313c4e652b,Provide option for eagerly validating an interface.,2015-09-11T21:52:05Z,2,45,0
5189,3,3,https://github.com/square/retrofit/commit/8a70ac168500cc60c0ccf8ec6c8c9e34885e3dac,Consolidate response body specializations as inner classes.,2015-09-26T06:16:36Z,3,183,0
5244,3,0,https://github.com/square/retrofit/commit/74d6a855eb4ca0c11ec9fcc2e898b0fe540e787e,Add a test to verify unused and potentially invalid path params are allowed.,2015-06-06T04:45:29Z,1,14,0
5251,3,0,https://github.com/square/retrofit/commit/49bba7d60f2a920e138e9388c515ee58fc8c4bcf,Rewrite RxJava call adapter tests to be more understandable.,2015-06-03T04:39:06Z,1,182,0
5264,3,1,https://github.com/square/retrofit/commit/0316bae5bd503462883bc8ea2ddd317b5bf9f222,Formatting.,2015-04-20T00:56:58Z,1,3,0
5282,3,0,https://github.com/square/retrofit/commit/7a06832e3cee1f4d90ac8fd24fc39f90e3787b4c,Remove unused classes from 56f11374c2f5d037e57d274a3c72f9694cd9e05c.,2015-01-30T01:18:12Z,3,144,0
5287,3,2,https://github.com/square/retrofit/commit/fe1d01684c96d55224c67e67c31c3fd8faa05c24,Ensure we don't crash on null header values.,2015-01-08T04:52:30Z,2,8,0
5289,3,0,https://github.com/square/retrofit/commit/757278c7ab7f6c8e5a40d16a5707c35e0f61c5ab,Update to OkHttp 2.2. Fix a tiny potential NPE.,2014-12-31T07:36:15Z,2,29,0
5290,3,0,https://github.com/square/retrofit/commit/ed1122ae27c0503e3182e9a7d817097b7febcebb,Fix annotation link. EncodedPath is gone.,2014-12-20T10:07:46Z,1,2,0
5308,3,0,https://github.com/square/retrofit/commit/745e29b7832c3cc37e7b6d395aded79a908c3bbc,"Remove deprecated error identifier. <enter>  <enter> This whole class is probably going to die or morph, but killing off tech debt before major refactorings makes me feel good.",2014-10-10T06:48:07Z,2,10,0
5320,3,2,https://github.com/square/retrofit/commit/93371a4c37f22b83df32edca3b0af376642a6d7d,Favor an immutable singleton list over immutable list view.,2014-10-07T06:18:31Z,1,4,0
5356,3,0,https://github.com/square/retrofit/commit/fb746cb2f67a51c100e368844ac26dedb9e8eac4,"Expose success type on RetrofitError. <enter>  <enter> There's a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in in a follow-up.",2014-06-05T18:02:44Z,5,144,0
5369,3,0,https://github.com/square/retrofit/commit/54c8e17ad51bd35e75009233c3be6cdc3afe310e,Update documentation for handling of @Field and @Part values.,2014-05-22T21:30:44Z,3,20,0
5371,3,0,https://github.com/square/retrofit/commit/863030b551bc2e3447c5dde55d6bcc312218de6f,Add docs about null responses.,2014-05-22T18:05:22Z,1,7,1
5383,3,3,https://github.com/square/retrofit/commit/00f4c420166eb070a035cdd641b7afa101f65602,MockRestAdapter should use ErrorHandler.,2014-03-24T15:26:57Z,2,128,0
5403,3,3,https://github.com/square/retrofit/commit/dfe5d9eb51352d6cad8ac618e19577525adcab87,Correct map parameter type detection for query and field.,2014-02-01T20:23:51Z,2,67,0
5410,3,3,https://github.com/square/retrofit/commit/bcfc6ff673a9344172920415a04eaa904a90e78a,Update Jackson converter to latest. Add default constructor.,2014-02-01T07:30:02Z,2,113,0
5416,3,3,https://github.com/square/retrofit/commit/9e93fc566670cde1cf873d92e7a27cdfeff494dd,Add simple package info to root package.,2014-02-01T06:34:01Z,1,12,0
5419,3,3,https://github.com/square/retrofit/commit/d7da1cdc2406b88aae75ebfeaca93bbf3c94d505,Retain old parameter type.,2014-02-01T03:08:42Z,1,2,0
5425,3,3,https://github.com/square/retrofit/commit/810bb53ee4a10fabd2632568b669a35572575347,Style tweaks to new endpoint code.,2014-01-24T01:09:27Z,3,31,0
5436,3,0,https://github.com/square/retrofit/commit/3bdad39745db76928fce0f31b3c2a8e8922c40b3,Properly name ignored exception in 'catch' block.,2014-01-14T21:44:23Z,1,2,0
5468,3,3,https://github.com/square/retrofit/commit/25c15a7e3fd60f0b581a0ae6b1c2d6beb777b47d,Add some static factory methods to MockHttpException.,2013-11-08T01:23:12Z,2,107,0
5476,3,3,https://github.com/square/retrofit/commit/d08bfa59f0c28879517f122da4e2eadd0c8f06c8,Correct header length checking logic. Improve exception message.,2013-10-14T03:29:15Z,1,5,0
5481,3,0,https://github.com/square/retrofit/commit/2e15cf9e75e4204aa492ecc1cbe53053f95a2a8f,Promote Android logging to a class which knows about chunking. <enter>  <enter> Remove the concept of chunking from calling code. This is an Android-specific implementation detail which is now only performed when needed.,2013-09-18T04:34:00Z,3,43,0
5486,3,3,https://github.com/square/retrofit/commit/96b6f094e94ff56068c55284e3f500cb553574c9,Add empty Log implementation.,2013-09-11T06:26:34Z,1,6,0
5497,3,2,https://github.com/square/retrofit/commit/dea55b54a1ea55d7324cb76a53332f54eae30cbb,Ensure @EncodedPath is not cast to @Path when processing method.,2013-08-17T07:36:00Z,2,99,1
5500,3,2,https://github.com/square/retrofit/commit/e1278d2d76f7594d5b34692b1a00a2f32e549005,Fix IntelliJ auto-formatting.,2013-08-08T21:08:08Z,1,5,1
5505,3,0,https://github.com/square/retrofit/commit/989d69f0cf365895a13e41e913c4871feca1dea9,Add path and query tests for pre-encoded values.,2013-08-08T05:49:08Z,1,42,0
5521,3,3,https://github.com/square/retrofit/commit/ba551e6bcf168a61a7abb296c9d52c9f8f77dcf8,Log network and unexpected exceptions if logging is enabled.,2013-07-17T02:01:05Z,1,27,0
5529,3,3,https://github.com/square/retrofit/commit/8d5e022f4866cadbab4c5d67b28bd2fd6f7bd71d,Add two levels of logging.,2013-07-09T00:26:37Z,2,158,0
5532,3,0,https://github.com/square/retrofit/commit/9fd4efb16c021df0d94a7dab3d23b24d4188787a,Correct javadoc to point to proper annotation.,2013-07-08T23:39:50Z,1,4,1
5537,3,3,https://github.com/square/retrofit/commit/183bb3af5e69b5a1403978d22ad7e91971105032,Special case String type for multi-part parts.,2013-06-25T22:37:17Z,3,15,0
5545,3,3,https://github.com/square/retrofit/commit/5da95585b59bd911d1c147cbddd171576ee96f98,Allow uppercase letters in path parameters.,2013-05-20T16:59:15Z,2,63,0
5549,3,3,https://github.com/square/retrofit/commit/476c5341f99dabd92ca26451c453028504eaed5c,Escape closing curly braces for Android support.,2013-05-13T21:21:15Z,1,8,0
5560,3,0,https://github.com/square/retrofit/commit/d665e56649a4b43128714c2bdbe83b9c1d037f73,Rename 'pair' to 'field' to match annotation. <enter>  <enter> Closes #206.,2013-05-13T14:33:05Z,3,16,0
5568,3,3,https://github.com/square/retrofit/commit/bdaf792de11924563eac63e44913c2d2dce277d0,Add OkHttp-specific client when its present on the classpath.,2013-05-09T00:12:13Z,3,69,0
5571,3,0,https://github.com/square/retrofit/commit/6248abcb99cf059a17bf4d2298faa4658101fe1f,Reset thread name to idle when not in use. <enter>  <enter> Closes #188.,2013-05-04T03:03:41Z,2,16,0
5576,3,0,https://github.com/square/retrofit/commit/737b844b8b1e9e9ff25e1b4dde266435ff1a9821,Roll our own multi-part implementation. <enter>  <enter> Drop Apache mime4j dependency. <enter>  <enter> Closes #141.,2013-04-12T02:37:04Z,4,154,0
5592,3,3,https://github.com/square/retrofit/commit/db20a59b2819fbe4fe7e9a8478b726b592dc3971,Remove usage of HTTP constants class from Apache dependency.,2013-03-07T09:09:00Z,2,8,0
5593,3,0,https://github.com/square/retrofit/commit/df6bec88cd6c85e52e6652da2d2f0146db64013e,Relax enforcement of UTF-8 and use the body charset for decoding. <enter>  <enter> Consumers wanting well-behaved endponts should override or add to their `toBody` charset enforcement: <enter>  <enter> ```java <enter> String charset = Utils.parseCharset(body.mimeType()); <enter> if (!'UTF-8'.equalsIgnoreCase(charset)) { <enter>   throw new ConversionException('Invalid charset ' + charset + '. Must be UTF-8'); <enter> } <enter> ``` <enter>  <enter> Closes #163.,2013-03-07T17:09:42Z,5,57,0
5601,3,3,https://github.com/square/retrofit/commit/9e7b7c04bf0a2d1c34eeed8f28a52a8c7009aaf7,Provide a mutable server implementation. Update Server API to conform.,2013-02-22T05:10:10Z,3,65,0
5620,3,3,https://github.com/square/retrofit/commit/2d4a78f5586e0a1f3559e262a83bd9171f28f4f8,Simplify test method fetching.,2012-12-18T07:33:16Z,1,35,0
5622,3,0,https://github.com/square/retrofit/commit/24a014d6271a38d3995f3ca189dd80794a5fda15,Convert to 100-char lines.,2012-12-18T06:21:57Z,1,22,0
5635,3,3,https://github.com/square/retrofit/commit/a6025429e62a58d107b8d9385e68c4a058ac6615,Restore FINE logging of HTTP response body.,2012-10-30T20:35:19Z,1,15,1
5639,3,3,https://github.com/square/retrofit/commit/6d8de7d80b343397f12429012571c656eac773bf,Hide more implementation details.,2012-10-30T05:10:45Z,2,4,0
5650,3,3,https://github.com/square/retrofit/commit/5bfb19dcffeddf9bba420932570eb8c2d9136464,Enable more checkstyle checks.,2012-10-29T06:10:08Z,1,16,0
5657,3,0,https://github.com/square/retrofit/commit/db0cd2c373d9c809401b1d1ab93ca743b9e50d3e,Remove unused ByteSink classes.,2012-10-25T06:34:37Z,2,67,0
5683,3,1,https://github.com/square/retrofit/commit/23bd77402e8a1b7452f95717dbb931195f12a5fe,More FEST-isms.,2012-08-31T20:03:48Z,4,17,0
7088,4,3,https://github.com/square/okhttp/commit/1c2c57b1a9e037d81aeac3ad5088db9ec4358fb1,Add error-prone compiler and fix its found issues.,2017-02-14T03:07:20Z,1,30,0
7488,4,0,https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7,Remove old SSL protocol method.,2015-01-06T06:41:54Z,3,15,1
7523,4,3,https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a,Expose Headers directly on MockResponse.,2015-01-05T08:40:16Z,7,93,0
7529,4,0,https://github.com/square/okhttp/commit/a9a1f736b1ebbe2d44de570343685241db62600e,Correct comment.,2015-01-02T20:19:33Z,1,11,0
7543,4,2,https://github.com/square/okhttp/commit/31ec212f84edbe04b9b705f521ed7dc3bd7ddc3a,Skip buffer allocation when not needed.,2014-12-31T18:22:40Z,1,8,0
7602,4,0,https://github.com/square/okhttp/commit/117ebac9e235cf9e614237cd6c246d0dac5e0142,Update to Okio 1.1.0.,2014-12-16T01:07:21Z,3,26,1
7805,4,3,https://github.com/square/okhttp/commit/3a8967322d06ff2d8445aa277ae103653adf4eee,Use Okio's appending sink for File.,2014-06-28T08:34:36Z,1,2,0
7954,4,3,https://github.com/square/okhttp/commit/92e427d7c66091c9731afd02f83f2d4ba08dc395,Close the source after reading regardless of result.,2014-04-24T18:29:03Z,2,11,0
7969,4,3,https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854,Add convenience overload for ByteString-backed RequestBody.,2015-04-17T01:02:10Z,2,49,0
8017,4,2,https://github.com/square/okhttp/commit/0a67394f2a6401ae181d601e3724703829506bf6,Exceptions from peer closing should not be propagated.,2015-03-09T02:46:25Z,3,44,0
8074,4,3,https://github.com/square/okhttp/commit/ff5390d6dcaf79ef09a3ef94dbb7e8ac39572a7f,Allow specifying a socket factory for connections. <enter>  <enter> This socket factory will be used for all non-proxy connections and HTTP proxy connections.,2014-04-15T07:53:58Z,6,107,0
8414,4,0,https://github.com/square/okhttp/commit/53e12cca33f7d24cd8ea6c6ead262559b3553fbb,Request entity tests for the Apache client shim.,2013-07-04T01:22:57Z,1,48,0
8459,4,0,https://github.com/square/okhttp/commit/eb5e72280b56427139bb14ffe14036f8dca6dba3,Use consistent camel casing of 'SSL'.,2013-05-06T16:00:20Z,3,50,0
8461,4,3,https://github.com/square/okhttp/commit/ae9d97110b6111f374e078eaa34694fdcff93da8,Revert 'Consistent casing of 'SSL' in method names.' <enter>  <enter> This reverts commit ea4297ded736c5b606a772fef9d0d7929697e159.,2013-05-06T15:59:20Z,2,4,0
8489,4,0,https://github.com/square/okhttp/commit/58c42623d084b05c249f1948686f250413a3611a,Minor doc fix.,2013-05-04T06:39:20Z,1,2,0
8588,4,3,https://github.com/square/okhttp/commit/5f239296e9124d7181e41c4af44a64bac7770132,Correct checkstyle.,2012-09-24T20:16:16Z,1,8,1
4685,2,0,https://github.com/apache/dubbo/commit/edfaee1e89d13aca1aaa230025ba0b661fc9ebef,fix misspelling <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@145 1a56cb94-b969-4eaa-88fa-be21384802f2,2011-10-31T08:45:25Z,1,2,0
66,1,0,https://github.com/junit-team/junit4/commit/8a367c1b918f02135d333f3cea8b576c20287361,"Revert 'ExternalResource: declare after() to throw Throwable (#1421)' <enter>  <enter> Revert commit cebbf5e15725b4dc247ac0557f6fa63f475b15af. <enter> It breaks code that extends ExternalResource, <enter> overrides after() and calls super.after() in after().",2019-04-03T15:20:00Z,1,4,0
95,1,2,https://github.com/junit-team/junit4/commit/61c3a030440ed9041aafd9e66d1c6c3ebc71440a,ParentRunner.classRules() returns modifiable List (#1578),2018-12-17T17:38:44Z,2,57,0
3478,2,0,https://github.com/apache/dubbo/commit/81e61cc5c3d83b716ca2e712ccdc444c0fff208a,remove unnecessary null check  before instance of (#4321) <enter>  <enter> Signed-off-by: jimin.jm <develope97>,2019-06-19T23:01:24Z,6,30,0
2772,2,0,https://github.com/apache/dubbo/commit/15ed9f85929a30aaba0b02d23a00d4339f67dad3,extract duplicate code to a method (#5541),2019-12-27T05:27:18Z,1,27,0
3345,2,0,https://github.com/apache/dubbo/commit/fba25d271fe4672a5dceef288f4e1cf2ea923521,move isMetaMethod to MethodUtils (#4387),2019-07-17T02:45:59Z,2,47,0
1691,1,3,https://github.com/junit-team/junit4/commit/832bb8322f2ca09af52769a0198b276269b53988,Clarify that annotating suite has no effect,2009-12-08T15:15:44Z,1,3,0
2820,2,0,https://github.com/apache/dubbo/commit/8eae30105ca005374683433964318b667d0c290c,add the router key in dubbo.xsd (#5337),2019-12-09T08:43:49Z,2,54,0
4807,3,3,https://github.com/square/retrofit/commit/ac566e1abd3fee77d8d588a2cd97c5056d330d2c,Ignore static interface methods when eagerly validating,2019-01-27T05:18:39Z,3,49,1
154,1,0,https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617,Deprecate rule ExpectedException (#1519) <enter>  <enter> The method Assert.assertThrows provides a nicer way for verifying <enter> exceptions. In addition the use of ExpectedException is error-prone <enter> when used with other rules like TestWatcher because the order of rules <enter> is important in that case.,2018-05-05T16:01:34Z,1,10,0
20986,5,0,https://github.com/spring-projects/spring-boot/commit/8f7c96e8f0fa3504a10961bf06db42ad8472d395,"Honour ext and classifier on @Grabbed dependencies <enter>  <enter> We currently honour type, but ignore ext. Aether doesn't make a <enter> distinction between the two so a Grab that specifies both type and ext <enter> but with different values is considered to be an error. <enter>  <enter> Fixes #995",2014-05-30T14:12:09Z,2,76,0
484,1,3,https://github.com/junit-team/junit4/commit/2246c5a6de14ae94f3d29a82b165653e67ca93a1,Converted tab to spaces,2012-11-13T23:50:06Z,1,2,0
540,1,0,https://github.com/junit-team/junit4/commit/bcf2c17851197328bb7bc008f916a6648de193aa,Converted tabs to spaces <enter>  <enter> Converted tabs to spaces for newly added code to be in line with <enter> guidelines.,2012-11-12T02:29:12Z,1,22,0
2608,2,0,https://github.com/apache/dubbo/commit/8e07686047404ed4729ab1af481fa14984d5ed2b,remove reference destroy guardian (#5863) <enter>  <enter> fix #5855,2020-04-02T11:38:03Z,1,20,0
2732,2,2,https://github.com/apache/dubbo/commit/9ae6ed76c9ed7f3e3cf7b9e5f3c79e8f1504b3a0,"When using zookeeper and ConfigCenterConfig is null,don't set port attribute (#5617) <enter>  <enter> fix #5322",2020-01-31T08:11:35Z,2,47,0
1108,1,3,https://github.com/junit-team/junit4/commit/89ffd7eda43f939f7dc210cfe21a196067ab08d6,Adding additional javadoc context for deprecated FrameworkMethod#producesType. Adding acknowledgements entry for pholser. Starting 4.9.1 release notes.,2011-07-09T02:13:43Z,1,27,0
1164,1,0,https://github.com/junit-team/junit4/commit/cb0c4e9f7c9be8be7c11e4934f6bd71a312102ec,"For #855, remove FrameworkMethod.getParameterSignatures() <enter>  <enter> Having this method in place made a class from the 'core' of JUnit <enter> (org.junit.runners.model) depend on something from 'experimental' -- <enter> a dependency going in the wrong direction.",2014-03-28T20:49:42Z,2,7,0
3645,2,0,https://github.com/apache/dubbo/commit/cad253a0d745204c617df007cd8239305a53173f,extract method to cache default extension name (#3456),2019-02-13T02:48:19Z,1,25,1
3766,2,0,https://github.com/apache/dubbo/commit/93a8ee0789e46ab3f8721ecd7df33b4c84df1a91,move construction of ConfigChangeEvent outside the lambda expression (#3398),2019-01-31T03:22:20Z,1,7,0
3528,2,0,https://github.com/apache/dubbo/commit/9396ace4fc00ca8f2e331b49ddabcb1e138e9e1c,fix typo (#3110),2019-01-01T06:10:08Z,1,26,0
3597,2,2,https://github.com/apache/dubbo/commit/813fed53e8da58beb48bae9ed602f133abb3f747,[Enhancement]: RestProtocol (#3480),2019-02-17T05:51:12Z,1,50,0
3557,2,0,https://github.com/apache/dubbo/commit/368a59ed8560e36de7255231297a39fc194b60bf,Release resource after use in ConfigParserTest (#2905),2018-12-10T09:44:03Z,1,182,0
3864,2,0,https://github.com/apache/dubbo/commit/c8cf56bb75a9eda4aef8a649acfbb639e9ff9e1f,Enable ZookeeperMetadataReportTest (#3360),2019-01-26T14:14:55Z,1,1,0
3910,2,2,https://github.com/apache/dubbo/commit/4fbdc4ff7e628b1132ed8b3e87246a0825d7cba9,Fix random ut falling in DubboMonitorTest (#3327),2019-01-24T10:27:46Z,1,27,0
8464,4,0,https://github.com/square/okhttp/commit/739cb3ec6c41f58e6b6a75d18c912ad1111f8061,More interesting example tests <enter>  <enter> git-svn-id: https://mockwebserver.googlecode.com/svn/trunk@6 cf848351-439f-e86a-257f-67fa721851d5,2011-06-04T00:34:50Z,1,54,0
3236,2,2,https://github.com/apache/dubbo/commit/13e876e40caa0ba658c8204cb2ca9b6321ad8bfa,fix client retry create proxy lead to OOM (#4109),2019-05-23T08:09:04Z,1,1,0
5317,3,3,https://github.com/square/retrofit/commit/04c6e762c708de36f62f288a105ea67c5d1c8010,Switch to io.reactivex version of rxjava,2014-10-15T23:40:53Z,1,16,0
5700,3,0,https://github.com/square/retrofit/commit/3b5a795892ac079320f6e4fb0d715a6d1a619122,Adding a human-readable name to the Server interface,2012-08-13T16:34:52Z,1,4,0
5749,3,3,https://github.com/square/retrofit/commit/b7521f863ede30032014efc290dae541e243a087,Adding a preInvoke callback for right before http call is being made.,2011-11-22T19:33:56Z,4,28,0
1282,1,3,https://github.com/junit-team/junit4/commit/56743a446c8fe01319c6588c1709bcf1a090ccde,Merging from AlistairIsrael-classrules on github to ppreserve history because of non-fast forward merge (whatever that means),2010-05-06T08:28:40Z,1,1,0
1347,1,3,https://github.com/junit-team/junit4/commit/01716157f2683f5610d721929a687e7dc3aee558,Use Field#getType(),2009-10-19T09:12:16Z,1,2,0
1693,1,3,https://github.com/junit-team/junit4/commit/58723f03198f62f079cd242f7110a94713a5a90b,Move emptySuite method to Suite <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>,2009-06-16T05:24:01Z,2,23,0
1760,1,0,https://github.com/junit-team/junit4/commit/50b77b1f3108aa77af0906162d552e513936c322,"Advance version, and beef up ErrorCollector with checkThat and checkPasses",2009-06-16T05:12:10Z,4,100,0
5429,3,0,https://github.com/square/retrofit/commit/00d3f9070e15e514430e5dbb2aec602547c3c92d,AndroidLog: Added getTag() and logChunk() methods <enter>  <enter> â€?for easier subclassing.,2014-01-23T12:52:10Z,1,10,0
5431,3,3,https://github.com/square/retrofit/commit/ed2e8a5b52e933034b74e5aa66bc42862bfd30de,client: Reintroduced deprecated Response constructor,2014-01-20T09:33:20Z,1,19,0
2707,2,0,https://github.com/apache/dubbo/commit/5b4816dfa6ae92d0b94af4ed41c07ca6c9d0fcb9,fix:Remove unused variable parameters in AbstractProxyInvoker (#5651),2020-02-09T04:56:11Z,1,4,0
2759,2,0,https://github.com/apache/dubbo/commit/3308a197751eeb97baddf157f53813a3447d159f,fix typo:metodName (#5596),2020-01-07T07:00:03Z,1,3,0
740,1,0,https://github.com/junit-team/junit4/commit/48aabe1b16bd288f74ac4ff92e3a38792533be39,Fix for issue #55 <enter>  <enter> Added Type check for MultiPointsMethod,2012-08-17T21:57:54Z,2,105,0
795,1,0,https://github.com/junit-team/junit4/commit/2568203bdebd5a4a4ad9aa74b1d8369d22f668a3,Replaced IllegalArgumentException for IOException <enter>  <enter> It's more consistent to throw an IOException instead of an <enter> IllegalArgumentException,2012-08-13T05:38:45Z,3,18,0
1711,1,1,https://github.com/junit-team/junit4/commit/cfaceb6d34390d999ff238d53fcb73898b32f98f,Changes due to code review from @dsaff.,2013-05-06T22:16:49Z,7,23,0
1751,1,3,https://github.com/junit-team/junit4/commit/2e9a239f419fa60779b5f1ab191561108e1fe3d4,ExpectedException allows multiple exceptions <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>,2009-06-02T19:47:20Z,1,3,0
1761,1,1,https://github.com/junit-team/junit4/commit/9ee2808155657ebfa5f6dd27791d7350da0ecfeb,merged,2009-06-02T19:54:23Z,1,2,0
1783,1,3,https://github.com/junit-team/junit4/commit/c9e0f1a3a519bdab2d71b48635a9cc7df3cff3fa,JUnitMatchers.matches creates any type <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>,2009-06-01T15:08:41Z,3,14,0
1,1,0,https://github.com/junit-team/junit4/commit/1254795902e56eb545e1fe696827924bc5e82b66,"Mark ThreadGroups created by FailOnTimeout as daemon groups (#1687) <enter>  <enter> Mark ThreadGroup created by FailOnTimeout as a daemon group. <enter>  <enter> Previously, FailOnTimeout destroyed the ThreadGroup, which could cause race conditions if the ThreadGroup was referenced by other threads. <enter>  <enter> Fixes #1652",2021-01-02T22:09:07Z,2,84,0
85,1,0,https://github.com/junit-team/junit4/commit/6d0fad48ce3a05b32d903d2016c24d276b6e1eb8,Remove usages of FrameworkMember as a raw type. (#1596),2019-03-14T14:06:32Z,4,10,0
1098,1,0,https://github.com/junit-team/junit4/commit/c85c6147ada5ad1afdd3be10769670d309730132,"Fix regression in TemporaryFolder.newFolder(String) for paths with slashes. (#1402) <enter>  <enter> In JUnit 4.11, newFolder(String) was changed to no longer support paths <enter> with a file separator. This has been fixed. The overload of newFolder() <enter> that supports passing in multiple strings still does not allow strings <enter> containing file separators.",2017-01-03T23:58:50Z,2,59,1
8375,4,2,https://github.com/square/okhttp/commit/76275fc9733168320d9472b8982c7d38956058fb,Really support requests greater than 2 GiB. <enter>  <enter> git-svn-id: https://mockwebserver.googlecode.com/svn/trunk@45 cf848351-439f-e86a-257f-67fa721851d5,2013-07-05T22:08:35Z,1,10,0
5342,3,0,https://github.com/square/retrofit/commit/89daa8ca994ee5cc193dc93849abd7672dc59c1d,Add @Override annotations,2014-07-29T16:08:53Z,4,36,0
5494,3,3,https://github.com/square/retrofit/commit/75d5399073d275846c254a356cf760b4d942821b,Pass InputStream to Wire,2013-08-27T16:33:36Z,1,24,0
4655,2,2,https://github.com/apache/dubbo/commit/8c79032106a6376886bc9f8996ab14322b62ad1d,DUBBO-250 Dubbo client can not supported string message <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1283 1a56cb94-b969-4eaa-88fa-be21384802f2,2012-03-19T12:12:51Z,1,9,0
4684,2,1,https://github.com/apache/dubbo/commit/0fe179e4eb48483a2b0cfabeb60db84f414273c2,http://agile.alibaba-inc.com/browse/DUBBO-743 <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@147 1a56cb94-b969-4eaa-88fa-be21384802f2,2011-10-31T09:42:03Z,3,156,0
1855,1,2,https://github.com/junit-team/junit4/commit/7b94e3de5c8eab7e25c8b3be0e822ae6d4175bf0,don't wrap statements for before/after/etc unless there's something to wrap them with. <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>,2009-05-12T03:29:36Z,2,17,0
1856,1,3,https://github.com/junit-team/junit4/commit/507e7b1799801409104fa5054b3bc6ac3fe82e7d,Added TestName Interceptor,2009-05-12T03:45:01Z,5,70,0
1862,1,2,https://github.com/junit-team/junit4/commit/ff2ff9176dfb18887a8e6e463e49b00c6f3acc5f,Another TODO bites the dust,2009-05-12T01:38:59Z,1,1,0
1952,1,0,https://github.com/junit-team/junit4/commit/469dcc78a7610916ffa29e2cefc21f80430df8c0,Updated to 4.6 final <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>,2009-04-14T01:43:51Z,1,4,1
20447,5,2,https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc,Fix VanillaHealthIndicator javadoc,2014-06-17T17:57:00Z,1,4,0
25086,5,3,https://github.com/spring-projects/spring-boot/commit/5cf2387e588f865160f9cf1ce26a0229a9f16fcc,Append context id to objectName of Endpoint MBeans if name already exists in MBeanServer,2014-01-29T20:06:14Z,2,73,0
9268,5,2,https://github.com/spring-projects/spring-boot/commit/11b5e86ffd5f80e7734493fcb9e106d7c45ba1ca,Deprecate BootJar#getConfigurations <enter>  <enter> Fixes gh-23527,2020-10-17T06:53:53Z,2,9,0
2821,2,2,https://github.com/apache/dubbo/commit/4704413b37ecdeafde73de0b6915aaa0d0b54b1c,Fix issue#5411 (#5427),2019-12-09T07:58:33Z,4,53,0
1456,1,1,https://github.com/junit-team/junit4/commit/445ea85dd748e4e83cf7be5940b41df95b3ffa8d,minor changes in test,2013-10-21T23:03:06Z,1,9,1
1563,1,0,https://github.com/junit-team/junit4/commit/fd1ef3ca8069bd149ca63c9660587918aa28c7cd,minor ParentRunner refactoring,2013-10-20T17:03:33Z,1,6,0
1596,1,3,https://github.com/junit-team/junit4/commit/4f7ed2bdf1856b0582e9b982aa0ba594498c6b45,"simplified isIgnored check in Framework, using it in <enter> BlockJUnit4ClassRuner",2013-10-20T14:47:02Z,2,10,0
1505,1,3,https://github.com/junit-team/junit4/commit/f5e7e1ff180bb17e4f9df702a038e06a974f78f6,added the since 4.12 where appropriate,2013-10-06T03:39:02Z,5,20,0
2331,1,2,https://github.com/junit-team/junit4/commit/c3c1b5edd8053bbce99d954d4abc2361ead06fd5,Fixes bug reported on Support Request 615265 <enter> swingui progress bar color on Mac OS X,2004-02-11T04:12:58Z,4,67,0
2414,1,0,https://github.com/junit-team/junit4/commit/591fcae09c6470a03ade7d608773f8f633409bc2,Added more Javadoc to Assert for messages and when they are displayed. <enter> Put versiontag back into Version.,2001-12-24T01:19:19Z,2,74,0
5723,3,3,https://github.com/square/retrofit/commit/28fb5a4ce47dcf68e9e34eea71a8262dbb341802,"Introduces MainThread#executeOnMain, and AndroidMainThread.",2012-06-04T19:31:57Z,3,82,0
5744,3,0,https://github.com/square/retrofit/commit/8ed51663314976594f4d4dfb8aa142e887fb8041,Fix style nits per review,2011-12-16T01:27:12Z,1,48,1
5746,3,3,https://github.com/square/retrofit/commit/5ea679fb5223de4364d8b1bb7d46abba2e99ced4,Adds an int statusCode parameter to clientError and serverError.,2011-12-15T22:13:39Z,5,112,0
